Tester console logging started at 2024-05-26T11:05:49.972160Z

1: Bus=0x01:00 DevId=0x2489   8GB NVIDIA GeForce RTX 3060 Ti
Tester worker logging started at 2024-05-26T11:05:50.200881Z
Standard 5-minute test of 1: Bus=0x01:00 DevId=0x2489   8GB NVIDIA GeForce RTX 3060 Ti
 182785 iteration. Passed 30.0146 seconds  written: 3688.8GB 360.6GB/sec        checked: 7377.5GB 372.9GB/sec
 183920 iteration. Passed 30.0261 seconds  written: 3688.8GB 360.2GB/sec        checked: 7377.5GB 372.9GB/sec
 185055 iteration. Passed 30.0003 seconds  written: 3688.8GB 361.3GB/sec        checked: 7377.5GB 372.8GB/sec
 186190 iteration. Passed 30.0197 seconds  written: 3688.8GB 359.8GB/sec        checked: 7377.5GB 373.2GB/sec
 187325 iteration. Passed 30.0136 seconds  written: 3688.8GB 361.3GB/sec        checked: 7377.5GB 372.5GB/sec
 188468 iteration. Passed 30.0122 seconds  written: 3714.8GB 363.3GB/sec        checked: 7429.5GB 375.5GB/sec
 189661 iteration. Passed 30.0239 seconds  written: 3877.2GB 378.7GB/sec        checked: 7754.5GB 391.9GB/sec
 190855 iteration. Passed 30.0165 seconds  written: 3880.5GB 379.6GB/sec        checked: 7761.0GB 392.1GB/sec
 192048 iteration. Passed 30.0002 seconds  written: 3877.2GB 379.2GB/sec        checked: 7754.5GB 392.1GB/sec
 193242 iteration. Passed 30.0219 seconds  written: 3880.5GB 379.4GB/sec        checked: 7761.0GB 392.1GB/sec
 194436 iteration. Passed 30.0155 seconds  written: 3880.5GB 379.5GB/sec        checked: 7761.0GB 392.2GB/sec
 195629 iteration. Passed 30.0037 seconds  written: 3877.2GB 379.1GB/sec        checked: 7754.5GB 392.1GB/sec
 196823 iteration. Passed 30.0161 seconds  written: 3880.5GB 379.7GB/sec        checked: 7761.0GB 392.0GB/sec
 198017 iteration. Passed 30.0220 seconds  written: 3880.5GB 379.2GB/sec        checked: 7761.0GB 392.2GB/sec
 199211 iteration. Passed 30.0210 seconds  written: 3880.5GB 379.4GB/sec        checked: 7761.0GB 392.1GB/sec
 200388 iteration. Passed 30.0012 seconds  written: 3825.2GB 367.7GB/sec        checked: 7650.5GB 390.4GB/sec
 201582 iteration. Passed 30.0205 seconds  written: 3880.5GB 379.6GB/sec        checked: 7761.0GB 392.0GB/sec
 202775 iteration. Passed 30.0020 seconds  written: 3877.2GB 379.2GB/sec        checked: 7754.5GB 392.1GB/sec
 203968 iteration. Passed 30.0012 seconds  written: 3877.2GB 379.4GB/sec        checked: 7754.5GB 392.0GB/sec
 205162 iteration. Passed 30.0161 seconds  written: 3880.5GB 379.5GB/sec        checked: 7761.0GB 392.2GB/sec
 206355 iteration. Passed 30.0015 seconds  written: 3877.2GB 379.2GB/sec        checked: 7754.5GB 392.1GB/sec
 207499 iteration. Passed 30.0245 seconds  written: 3718.0GB 362.9GB/sec        checked: 7436.0GB 375.9GB/sec
 208633 iteration. Passed 30.0110 seconds  written: 3685.5GB 359.8GB/sec        checked: 7371.0GB 372.9GB/sec
 209768 iteration. Passed 30.0003 seconds  written: 3688.8GB 361.3GB/sec        checked: 7377.5GB 372.8GB/sec
 210940 iteration. Passed 30.0159 seconds  written: 3809.0GB 372.6GB/sec        checked: 7618.0GB 384.9GB/sec
 212133 iteration. Passed 30.0006 seconds  written: 3877.2GB 379.2GB/sec        checked: 7754.5GB 392.1GB/sec
 213327 iteration. Passed 30.0064 seconds  written: 3880.5GB 379.6GB/sec        checked: 7761.0GB 392.3GB/sec
 214520 iteration. Passed 30.0053 seconds  written: 3877.2GB 379.2GB/sec        checked: 7754.5GB 392.0GB/sec
 215714 iteration. Passed 30.0183 seconds  written: 3880.5GB 379.4GB/sec        checked: 7761.0GB 392.1GB/sec
 216908 iteration. Passed 30.0214 seconds  written: 3880.5GB 379.4GB/sec        checked: 7761.0GB 392.1GB/sec
 218101 iteration. Passed 30.0019 seconds  written: 3877.2GB 379.2GB/sec        checked: 7754.5GB 392.1GB/sec
